id,csiSym,date,riskOn,riskOff,prev5,prev10,antiZz120,zz30,antiMlScalpAll,antiMlLastWorstFw,mlScalpBigFb,mlSwingBigFb,mlLastBestFb,antiSea
,W,20180201,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1
,YM,20180201,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1
,CC,20180201,1,-1,1,1,-1,-1,-1,0,0,-1,-1,-1
,CT,20180201,1,-1,-1,-1,1,-1,-1,-1,0,0,0,-1
,KC,20180201,1,-1,-1,1,1,1,1,0,0,0,0,1
,SB,20180201,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1
,VX,20180201,-1,1,1,1,1,1,-1,0,1,0,1,-1
,AD,20180202,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,BO,20180202,1,-1,-1,1,1,-1,1,0,-1,1,0,-1
,BP,20180202,1,-1,-1,1,1,1,-1,-1,-1,1,1,1
,C,20180202,1,-1,1,1,-1,-1,-1,0,0,-1,1,-1
,CD,20180202,1,-1,-1,1,1,1,1,-1,-1,1,1,-1
,CL,20180202,1,-1,-1,1,1,-1,1,0,1,0,-1,-1
,CU,20180202,1,-1,1,1,-1,1,1,1,0,-1,1,1
,EMD,20180202,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,ES,20180202,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,FC,20180202,1,-1,1,1,-1,-1,-1,0,-1,1,1,1
,FV,20180202,-1,1,-1,-1,1,1,1,0,-1,1,1,1
,GC,20180202,-1,1,-1,-1,1,1,-1,1,0,0,0,1
,HG,20180202,1,-1,-1,1,-1,1,-1,0,1,1,-1,-1
,HO,20180202,1,-1,-1,-1,1,1,-1,0,0,-1,1,-1
,JY,20180202,-1,1,-1,1,1,1,1,-1,0,0,0,1
,LC,20180202,1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1
,LH,20180202,1,-1,-1,-1,1,-1,-1,0,0,1,0,-1
,MP,20180202,1,-1,1,1,-1,1,1,-1,0,-1,0,-1
,NE,20180202,1,-1,-1,1,1,1,-1,1,0,0,0,1
,NG,20180202,1,-1,-1,-1,1,1,-1,1,0,0,-1,-1
,NIY,20180202,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1
,NQ,20180202,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,PA,20180202,1,-1,-1,-1,1,-1,-1,0,0,-1,0,-1
,PL,20180202,-1,1,-1,-1,1,1,-1,1,0,0,0,-1
,RB,20180202,1,-1,-1,1,-1,1,-1,0,0,-1,-1,-1
,S,20180202,1,-1,-1,1,1,1,1,0,-1,0,0,-1
,SF,20180202,1,-1,1,1,-1,-1,1,-1,-1,1,1,1
,SI,20180202,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1
,SM,20180202,1,-1,-1,-1,1,1,1,0,-1,0,0,1
,TU,20180202,-1,1,-1,-1,1,1,1,0,-1,1,1,1
,TY,20180202,-1,1,-1,-1,1,1,1,-1,-1,1,1,1
,US,20180202,-1,1,-1,-1,1,1,-1,0,0,1,1,1
,W,20180202,1,-1,1,1,-1,1,-1,-1,-1,1,1,-1
,YM,20180202,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,CC,20180202,1,-1,1,1,-1,-1,-1,0,0,-1,-1,-1
,CT,20180202,1,-1,-1,-1,1,-1,-1,-1,0,0,0,-1
,KC,20180202,1,-1,-1,-1,1,1,-1,0,-1,0,0,1
,SB,20180202,1,-1,1,1,1,-1,-1,1,1,-1,-1,1
,VX,20180202,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1
,AD,20180205,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,BO,20180205,1,-1,-1,1,1,-1,-1,0,1,1,-1,-1
,BP,20180205,1,-1,-1,1,1,1,-1,-1,-1,1,1,1
,C,20180205,1,-1,1,1,-1,1,1,0,0,-1,1,-1
,CD,20180205,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,CL,20180205,1,-1,-1,1,1,1,-1,-1,0,0,0,-1
,CU,20180205,1,-1,1,1,-1,1,1,0,0,-1,0,1
,EMD,20180205,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,ES,20180205,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,FC,20180205,1,-1,1,1,-1,-1,-1,0,-1,0,0,1
,FV,20180205,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1
,GC,20180205,-1,1,-1,-1,1,1,1,-1,0,0,0,1
,HG,20180205,1,-1,1,1,-1,-1,-1,0,0,1,1,-1
,HO,20180205,1,-1,-1,-1,1,1,-1,-1,0,0,0,-1
,JY,20180205,-1,1,-1,1,1,1,-1,0,0,0,-1,1
,LC,20180205,1,-1,1,1,-1,-1,1,0,-1,-1,-1,-1
,LH,20180205,1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1
,MP,20180205,1,-1,-1,1,1,1,1,-1,0,0,0,-1
,NE,20180205,1,-1,-1,-1,1,1,1,-1,0,0,0,1
,NG,20180205,1,-1,-1,-1,1,1,-1,0,1,0,0,-1
,NIY,20180205,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,NQ,20180205,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,PA,20180205,1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1
,PL,20180205,-1,1,-1,-1,1,1,-1,1,0,0,0,-1
,RB,20180205,1,-1,-1,-1,1,1,-1,-1,0,0,0,-1
,S,20180205,1,-1,-1,-1,1,1,-1,0,-1,0,-1,-1
,SF,20180205,1,-1,1,1,1,1,1,-1,0,0,0,1
,SI,20180205,-1,1,-1,-1,1,1,1,1,0,1,0,-1
,SM,20180205,1,-1,-1,-1,1,1,1,0,0,1,-1,-1
,TU,20180205,-1,1,1,1,-1,-1,1,1,1,-1,-1,1
,TY,20180205,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1
,US,20180205,-1,1,-1,-1,1,-1,-1,0,0,1,1,1
,W,20180205,1,-1,-1,1,1,1,1,-1,-1,1,1,1
,YM,20180205,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,CC,20180205,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1
,CT,20180205,1,-1,-1,-1,1,1,-1,-1,0,0,0,-1
,KC,20180205,1,-1,-1,-1,1,1,-1,0,0,0,0,1
,SB,20180205,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1
,VX,20180205,-1,1,1,1,-1,-1,1,1,1,-1,-1,1
,AD,20180206,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,BO,20180206,1,-1,1,1,-1,-1,-1,0,-1,0,1,-1
,BP,20180206,1,-1,-1,-1,1,1,-1,-1,0,0,0,1
,C,20180206,1,-1,1,1,-1,-1,-1,0,0,0,0,-1
,CD,20180206,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,CL,20180206,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,CU,20180206,1,-1,-1,1,-1,1,-1,-1,0,0,0,1
,EMD,20180206,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
,ES,20180206,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
,FC,20180206,1,-1,1,1,-1,-1,-1,0,0,-1,0,1
,FV,20180206,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1
,GC,20180206,-1,1,-1,-1,1,1,-1,-1,0,0,0,1
,HG,20180206,1,-1,1,1,1,1,1,-1,0,1,0,-1
,HO,20180206,1,-1,-1,-1,1,1,-1,-1,0,0,0,-1
,JY,20180206,-1,1,-1,1,-1,-1,-1,0,0,-1,-1,1
,LC,20180206,1,-1,1,-1,-1,-1,-1,0,0,-1,-1,-1
,LH,20180206,1,-1,-1,-1,1,1,1,-1,0,0,0,-1
,MP,20180206,1,-1,1,1,1,1,-1,1,0,1,0,-1
,NE,20180206,1,-1,-1,-1,1,1,-1,1,0,0,0,1
,NG,20180206,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1
,NIY,20180206,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
,NQ,20180206,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
,PA,20180206,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,PL,20180206,-1,1,-1,-1,1,1,-1,-1,0,1,0,-1
,RB,20180206,1,-1,-1,-1,1,1,-1,-1,0,0,0,-1
,S,20180206,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1
,SF,20180206,1,-1,-1,1,1,1,-1,0,1,0,0,1
,SI,20180206,-1,1,-1,-1,1,1,1,0,0,1,1,1
,SM,20180206,1,-1,-1,-1,1,1,-1,0,0,1,-1,-1
,TU,20180206,-1,1,1,-1,-1,-1,1,-1,-1,1,1,1
,TY,20180206,-1,1,-1,-1,-1,-1,-1,1,0,0,0,1
,US,20180206,-1,1,-1,-1,1,-1,-1,0,0,1,1,1
,W,20180206,1,-1,-1,1,1,1,-1,1,1,-1,-1,1
,YM,20180206,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
,CC,20180206,1,-1,1,1,-1,-1,1,0,0,-1,-1,-1
,CT,20180206,1,-1,-1,-1,1,1,-1,-1,0,0,0,-1
,KC,20180206,1,-1,1,1,1,-1,-1,0,0,0,0,1
,SB,20180206,1,-1,1,1,-1,-1,1,-1,-1,1,1,1
,VX,20180206,-1,1,1,1,1,1,1,1,-1,0,0,1
,AD,20180207,1,-1,-1,-1,1,1,1,0,0,0,0,-1
,BO,20180207,1,-1,-1,-1,1,1,1,0,1,0,-1,-1
,BP,20180207,1,-1,-1,-1,1,1,-1,-1,0,0,0,1
,C,20180207,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1
,CD,20180207,1,-1,-1,-1,1,1,-1,0,0,0,0,-1
,CL,20180207,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,CU,20180207,1,-1,-1,-1,1,1,-1,-1,0,0,0,1
,EMD,20180207,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
,ES,20180207,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,FC,20180207,1,-1,1,1,-1,-1,1,0,0,-1,-1,1
,FV,20180207,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1
,GC,20180207,-1,1,-1,-1,1,1,-1,-1,1,0,0,1
,HG,20180207,1,-1,-1,-1,1,1,-1,0,0,0,0,-1
,HO,20180207,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,JY,20180207,-1,1,-1,-1,-1,-1,-1,0,1,0,-1,1
,LC,20180207,1,-1,1,-1,-1,-1,1,0,0,0,-1,-1
,LH,20180207,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,MP,20180207,1,-1,-1,-1,1,1,-1,-1,0,0,0,-1
,NE,20180207,1,-1,-1,-1,1,1,-1,-1,0,1,0,1
,NG,20180207,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,NIY,20180207,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,NQ,20180207,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,PA,20180207,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,PL,20180207,-1,1,-1,-1,1,1,1,-1,0,0,0,-1
,RB,20180207,1,-1,-1,-1,1,1,-1,-1,1,0,0,-1
,S,20180207,1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1
,SF,20180207,1,-1,-1,1,1,1,-1,-1,0,0,0,1
,SI,20180207,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1
,SM,20180207,1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1
,TU,20180207,-1,1,1,-1,1,1,1,-1,-1,1,1,1
,TY,20180207,-1,1,-1,-1,1,1,1,1,0,0,0,1
,US,20180207,-1,1,-1,-1,1,1,1,0,0,1,0,1
,W,20180207,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1
,YM,20180207,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
,CC,20180207,1,-1,1,1,-1,1,-1,0,1,0,0,-1
,CT,20180207,1,-1,-1,-1,1,1,-1,-1,1,1,0,-1
,KC,20180207,1,-1,1,1,1,-1,-1,0,0,0,0,1
,SB,20180207,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1
,VX,20180207,-1,1,1,1,1,1,1,0,1,-1,-1,1
,AD,20180208,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,BO,20180208,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,BP,20180208,1,-1,-1,-1,1,1,-1,-1,1,0,1,1
,C,20180208,1,-1,1,1,-1,-1,-1,0,0,-1,-1,-1
,CD,20180208,1,-1,-1,-1,1,1,1,-1,0,0,0,-1
,CL,20180208,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,CU,20180208,1,-1,-1,-1,1,1,1,-1,1,0,0,1
,EMD,20180208,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,ES,20180208,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,FC,20180208,1,-1,-1,1,-1,1,1,-1,0,1,0,1
,FV,20180208,-1,1,1,-1,1,1,1,-1,-1,1,1,1
,GC,20180208,-1,1,-1,-1,1,1,-1,0,0,0,1,1
,HG,20180208,1,-1,-1,-1,1,1,1,1,-1,0,0,-1
,HO,20180208,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,JY,20180208,-1,1,1,1,-1,-1,-1,0,0,-1,-1,1
,LC,20180208,1,-1,-1,1,-1,-1,1,0,-1,0,0,-1
,LH,20180208,1,-1,-1,-1,1,1,-1,0,1,1,1,-1
,MP,20180208,1,-1,-1,-1,1,1,1,1,0,0,0,-1
,NE,20180208,1,-1,-1,-1,1,1,1,-1,0,0,0,1
,NG,20180208,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,NIY,20180208,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,NQ,20180208,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,PA,20180208,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,PL,20180208,-1,1,-1,-1,1,1,1,-1,0,0,0,-1
,RB,20180208,1,-1,-1,-1,1,1,1,-1,-1,0,0,-1
,S,20180208,1,-1,1,-1,-1,-1,-1,0,0,-1,0,-1
,SF,20180208,1,-1,-1,1,1,-1,-1,0,1,1,0,1
,SI,20180208,-1,1,-1,-1,1,1,-1,0,-1,1,0,1
,SM,20180208,1,-1,1,1,-1,-1,-1,0,0,0,-1,-1
,TU,20180208,-1,1,1,-1,1,1,1,1,1,-1,-1,1
,TY,20180208,-1,1,-1,-1,1,1,1,0,0,1,1,1
,US,20180208,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1
,W,20180208,1,-1,1,1,-1,-1,-1,-1,-1,1,1,1
,YM,20180208,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,CC,20180208,1,-1,1,1,-1,1,-1,0,0,-1,1,-1
,CT,20180208,1,-1,-1,-1,1,1,-1,-1,0,-1,0,-1
,KC,20180208,1,-1,1,-1,1,-1,1,1,1,1,0,1
,SB,20180208,1,-1,1,1,-1,-1,-1,-1,-1,1,1,1
,VX,20180208,-1,1,1,1,-1,-1,-1,1,0,-1,0,1
,AD,20180209,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,BO,20180209,1,-1,-1,-1,1,1,-1,1,0,0,0,-1
,BP,20180209,1,-1,-1,-1,1,1,-1,-1,0,0,0,1
,C,20180209,1,-1,1,1,-1,1,1,-1,0,-1,0,-1
,CD,20180209,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,CL,20180209,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1
,CU,20180209,1,-1,-1,-1,1,1,-1,-1,1,0,0,1
,EMD,20180209,1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1
,ES,20180209,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1
,FC,20180209,1,-1,-1,-1,1,1,1,-1,0,1,0,1
,FV,20180209,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1
,GC,20180209,-1,1,-1,-1,1,1,1,-1,-1,0,0,1
,HG,20180209,1,-1,-1,-1,1,1,-1,0,0,1,1,-1
,HO,20180209,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,JY,20180209,-1,1,1,1,-1,-1,-1,0,0,-1,-1,1
,LC,20180209,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,-1
,LH,20180209,1,-1,-1,-1,1,1,1,0,0,1,0,-1
,MP,20180209,1,-1,-1,-1,1,1,-1,0,1,0,0,-1
,NE,20180209,1,-1,-1,-1,1,1,-1,0,0,0,-1,1
,NG,20180209,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1
,NIY,20180209,1,-1,-1,-1,1,1,-1,0,1,1,0,-1
,NQ,20180209,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1
,PA,20180209,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1
,PL,20180209,-1,1,-1,-1,1,1,1,0,0,0,1,-1
,RB,20180209,1,-1,-1,-1,1,1,1,0,1,0,-1,-1
,S,20180209,1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1
,SF,20180209,1,-1,-1,-1,1,-1,-1,0,1,1,-1,1
,SI,20180209,-1,1,-1,-1,1,1,1,0,-1,1,0,1
,SM,20180209,1,-1,1,1,-1,-1,-1,0,0,-1,-1,-1
,TU,20180209,-1,1,1,1,-1,-1,1,1,1,-1,-1,1
,TY,20180209,-1,1,1,-1,1,1,-1,-1,0,0,0,1
,US,20180209,-1,1,-1,-1,1,1,-1,0,0,1,1,1
,W,20180209,1,-1,1,1,1,-1,-1,-1,-1,1,1,1
,YM,20180209,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1
,CC,20180209,1,-1,-1,1,-1,1,-1,-1,1,0,0,-1
,CT,20180209,1,-1,-1,-1,1,1,-1,1,1,0,0,-1
,KC,20180209,1,-1,1,-1,1,-1,1,1,0,0,0,1
,SB,20180209,1,-1,1,1,-1,-1,-1,0,0,1,-1,1
,VX,20180209,-1,1,1,1,1,1,1,1,0,0,0,1
